Account Name,Street,City,State or Province,Postal Code,Country,Latitude,Longitude,Phone,Annual Revenue,Number of Employees,Account Owner,AccountID,Industry Lookup,Territory,Region,AccountSeq,IndustrySeq,AccountOwnerSeq,Industry,Account Number
"Abbott, Gottlieb and Homenick",3 Burrows Court,Beausejour,MB,M1C,Canada,50.0622,-96.51669,911-769-5930,31000000,8000,Alan Steiner,b614ca1a-ed1e-eb11-a814-000d3a9c7ff2,Ordnance And Accessories,Canada,North America,1255,30,10,Ordnance And Accessories,AN-100256
"Abbott, Green and Rutherford",4641 Mcguire Plaza,Acarí,,,Peru,-15.4384565,-74.6180833,+51-108-773-6157,156000000,4400,Sanjay Shah,cfd3bce1-ef1e-eb11-a814-000d3a9c7ff2,n/a,Peru,LATAM,1257,0,8,n/a,AN-100258
"Abbott, Greenfelder and Grant",88 Thompson Terrace,Eastern Suburbs Mc,NSW,1325,Australia,-33.93274,151.188577,912-227-9263,96000000,2900,Renee Lo,49cf3acc-f01e-eb11-a814-000d3a9c7ff2,Transportation Services,Australia,APAC,1258,43,6,Transportation Services,AN-100259
"Abbott, Greenfelder and Harber",58385 Oak Valley Alley,Carhuamayo,,,Peru,-10.9207843,-76.0594972,+51-388-343-1842,48000000,1800,Sanjay Shah,ea301f0c-f21e-eb11-a814-000d3a9c7ff2,Real Estate Investment Trusts,Peru,LATAM,1259,37,8,Real Estate Investment Trusts,AN-100260
"Abbott, Greenfelder and Hills",775 Gale Alley,Lévis,QC,G6W,Canada,46.7530428,-71.2196569,434-940-6219,68000000,6500,Alan Steiner,648b3043-f61e-eb11-a814-000d3a9c7ff2,Hospital/Nursing Management,Canada,North America,1260,15,10,Hospital/Nursing Management,AN-100261
"Abbott, Greenholt and Kihn",2 Hooker Parkway,New-Richmond,QC,J7R,Canada,48.16059,-65.85823,348-361-3311,122000000,6200,Alan Steiner,ffdabce1-ef1e-eb11-a814-000d3a9c7ff2,Air Freight/Delivery Services,Canada,North America,1262,1,10,Air Freight/Delivery Services,AN-100263
"Abbott, Halvorson and Hackett",12 Hoffman Street,Sydney,NSW,1033,Australia,-33.8688197,151.2092955,797-285-0589,45000000,9400,Renee Lo,728dc12b-f11e-eb11-a814-000d3a9c7ff2,Precious Metals,Australia,APAC,1270,34,6,Precious Metals,AN-100271
"Abbott, Halvorson and Rau",3904 Forster Street,Port-Cartier,QC,G5B,Canada,50.0234664,-66.8869412,404-777-2042,38000000,9100,Alan Steiner,0b4e2b07-dd1e-eb11-a814-000d3a9c7ff2,Industrial Machinery/Components,Canada,North America,1271,16,10,Industrial Machinery/Components,AN-100272
"Abbott, Hammes and Bartoletti",334 Donald Plaza,Magog,QC,J1X,Canada,45.2879358,-72.1547927,990-157-9287,165000000,5500,Alan Steiner,3cccccb9-e51e-eb11-a814-000d3a9c7ff2,Food Distributors,Canada,North America,1272,12,10,Food Distributors,AN-100273
"Abbott, Hammes and Marquardt",668 Ilene Parkway,La Tinguiña,,,Peru,-14.0393995,-75.7051647,+51-125-455-3249,82000000,3100,Sanjay Shah,fd56c220-ed1e-eb11-a814-000d3a9c7ff2,Industrial Machinery/Components,Peru,LATAM,1274,16,8,Industrial Machinery/Components,AN-100275
"Abbott, Hane and Feil",3 Darwin Parkway,Eastern Suburbs Mc,NSW,1315,Australia,-38.043127,145.297768,485-513-6645,76000000,4600,Renee Lo,e93502be-e21e-eb11-a814-000d3a9c7ff2,Oil & Gas Production,Australia,APAC,1275,27,6,Oil & Gas Production,AN-100276
"Abbott, Heaney and Rempel",5824 Oakridge Street,Windsor,ON,J1S,Canada,45.5787215,-72.001055,347-101-8379,67000000,4000,Alan Steiner,1502c136-f81e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,Canada,North America,1277,38,10,Recreational Products/Toys,AN-100278
"Abbott, Heidenreich and Beer",18571 Steensland Lane,Lacombe,AB,T4L,Canada,52.4630512,-113.7286241,541-640-4520,97000000,9200,Alan Steiner,8dec7699-f51e-eb11-a814-000d3a9c7ff2,Medical/Nursing Services,Canada,North America,1279,26,10,Medical/Nursing Services,AN-100280
"Abbott, Heller and Schimmel",6935 Emmet Pass,Invermere,BC,J1K,Canada,50.51666,-116.03538,701-222-5227,87000000,8900,Alan Steiner,ed14214f-f61e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,Canada,North America,1281,22,10,Major Pharmaceuticals,AN-100282
"Abbott, Herman and Stroman",2559 Scott Parkway,Ashley,ENG,SN13,United Kingdom,51.4139633,-2.2685462,486-827-2315,44000000,5400,Anne Weiler,1fd5d114-ed1e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,United Kingdom,EMEA,1282,29,12,Oilfield Services/Equipment,AN-100283
"Abbott, Hermiston and Tillman",349 Golf Pass,Australia Square,NSW,1213,Australia,-33.8651294,151.2078882,865-592-3715,174000000,8000,Renee Lo,2b39eaff-f21e-eb11-a814-000d3a9c7ff2,Water Supply,Australia,APAC,1284,44,6,Water Supply,AN-100285
"Abbott, Herzog and Hartmann",2 Clarendon Pass,Cochrane,AB,T4C,Canada,51.1909883,-114.4678603,173-861-0859,85000000,4800,Alan Steiner,b37179c5-e61e-eb11-a814-000d3a9c7ff2,Marine Transportation,Canada,North America,1285,23,10,Marine Transportation,AN-100286
"Abbott, Hickle and Halvorson",90071 Golf Junction,Concord,ON,L4K,Canada,43.798329,-79.5079073,710-483-7604,86000000,3200,Alan Steiner,0df0e3a7-e51e-eb11-a814-000d3a9c7ff2,Investment Managers,Canada,North America,1286,18,10,Investment Managers,AN-100287
"Abbott, Homenick and Emmerich",0 Twin Pines Lane,Assiniboia,SK,H3C,Canada,49.63336,-105.98446,400-659-3769,95000000,9700,Alan Steiner,fd0ce3fe-f81e-eb11-a814-000d3a9c7ff2,Medical Specialities,Canada,North America,1289,24,10,Medical Specialities,AN-100290
"Abbott, Jacobi and Goyette",5 Bartillon Street,Baie-Saint-Paul,QC,G3Z,Canada,47.4376347,-70.5082419,462-510-9731,46000000,1600,Alan Steiner,63de8d2e-f71e-eb11-a814-000d3a9c7ff2,Biotechnology: Commercial Physical & Biological Resarch,Canada,North America,1293,3,10,Biotechnology: Commercial Physical & Biological Resarch,AN-100294
"Abbott, Jakubowski and Hudson",531 Farragut Circle,Forestville,QC,G2B,Canada,48.73808,-69.08478,762-756-8956,133000000,2600,Alan Steiner,bad2633b-e71e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,Canada,North America,1296,38,10,Recreational Products/Toys,AN-100297
"Abbott, Jaskolski and Becker",9939 Rutledge Terrace,Espanola,ON,P5E,Canada,46.2657181,-81.771057,693-159-9653,21000000,9700,Alan Steiner,d35fd61e-f81e-eb11-a814-000d3a9c7ff2,Restaurants,Canada,North America,1297,39,10,Restaurants,AN-100298
"Abbott, Johnson and Konopelski",6342 Warrior Drive,Arma,,,Peru,-12.09985,-77.0197479,+51-923-494-7326,60000000,3000,Sanjay Shah,870dbeed-ef1e-eb11-a814-000d3a9c7ff2,Oil/Gas Transmission,Peru,LATAM,1299,28,8,Oil/Gas Transmission,AN-100300
